NPDES_ID,ENF_IDENTIFIER,ACTIVITY_ID,ACTIVITY_TYPE_CODE,ENF_TYPE_CODE,ENF_TYPE_DESC,AGENCY,SETTLEMENT_ENTERED_DATE,FED_PENALTY_ASSESSED_AMT,STATE_LOCAL_PENALTY_AMT,FAC_NAME,FAC_STREET,FAC_CITY,FAC_STATE,FAC_ZIP,FAC_COUNTY,FAC_EPA_REGION,FAC_LAT,FAC_LONG,FAC_DERIVED_WBD,FAC_DERIVED_CD113,FAC_PERCENT_MINORITY,FAC_POP_DEN,FAC_DERIVED_HUC,FAC_SIC_CODES,FAC_NAICS_CODES,DFR_URL
FLR05H360,FL-14-0572,3600050943,AFR,STAOCO,State Administrative Order of Consent,State,12/24/2014,,332,"GMF INDUSTRIES, INC",4600 DRANE FIELD RD,LAKELAND,FL,33801,POLK,4,27.996557,-82.040088,31002040103,15,25.468,353.61,3100204,3499,332439 332510 332999 332117 332919,http://echo.epa.gov/detailed-facility-report?fid=110005596382
FLR05A941,04-2000-N016,2400275950,AFR,309A,CWA 309A AO For Compliance,EPA,12/30/1999,,,A-1 AUTO SALVAGE,2324 VULCAN RD,APOPKA,FL,32703,ORANGE,4,28.637964,-81.466181,30801011402,5,56.577,2879.78,3080101,5015,423140 425110 425120 441310,http://echo.epa.gov/detailed-facility-report?fid=110011348559
FL0027731,FL-N00000736,2400275168,AFR,STAOCO,State Administrative Order of Consent,State,01/29/2001,,11250,"BONIFAY, CITY OF - BONIFAY WWTF",611 MARTIN LUTHER KING JR AVE,BONIFAY,FL,32425,HOLMES,4,30.790386,-85.672244,31402030801,2,22.974,195.71,3140203,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110006645194
FL0027731,04-1990-N024,2400275165,JDC,CIV,Civil Judicial Action,EPA,03/12/1990,,,"BONIFAY, CITY OF - BONIFAY WWTF",611 MARTIN LUTHER KING JR AVE,BONIFAY,FL,32425,HOLMES,4,30.790386,-85.672244,31402030801,2,22.974,195.71,3140203,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110006645194
FL0027731,FL-13-0846,3400132492,AFR,STAOCO,State Administrative Order of Consent,State,06/27/2013,,0,"BONIFAY, CITY OF - BONIFAY WWTF",611 MARTIN LUTHER KING JR AVE,BONIFAY,FL,32425,HOLMES,4,30.790386,-85.672244,31402030801,2,22.974,195.71,3140203,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110006645194
FL0027731,FL-N00000705,2400275169,AFR,STAOCO,State Administrative Order of Consent,State,05/17/2005,,2500,"BONIFAY, CITY OF - BONIFAY WWTF",611 MARTIN LUTHER KING JR AVE,BONIFAY,FL,32425,HOLMES,4,30.790386,-85.672244,31402030801,2,22.974,195.71,3140203,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110006645194
FL0027731,04-2011-4790,2600058665,AFR,309A,CWA 309A AO For Compliance,EPA,09/28/2011,,,"BONIFAY, CITY OF - BONIFAY WWTF",611 MARTIN LUTHER KING JR AVE,BONIFAY,FL,32425,HOLMES,4,30.790386,-85.672244,31402030801,2,22.974,195.71,3140203,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110006645194
FL0027731,04-2014-4761,3400255275,AFR,309A,CWA 309A AO For Compliance,EPA,06/02/2014,,,"BONIFAY, CITY OF - BONIFAY WWTF",611 MARTIN LUTHER KING JR AVE,BONIFAY,FL,32425,HOLMES,4,30.790386,-85.672244,31402030801,2,22.974,195.71,3140203,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110006645194
FL0027731,04-2017-4760,3600994486,AFR,309A,CWA 309A AO For Compliance,EPA,03/21/2017,,,"BONIFAY, CITY OF - BONIFAY WWTF",611 MARTIN LUTHER KING JR AVE,BONIFAY,FL,32425,HOLMES,4,30.790386,-85.672244,31402030801,2,22.974,195.71,3140203,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110006645194
FLR05H300,FL-12-0913,3400083722,AFR,SCWAAPO,State CWA Penalty AO,State,06/18/2012,,1199,MULLINIKS RECYCLING COMPANY INC,5937 SOUTEL DR,JACKSONVILLE,FL,32219,DUVAL,4,30.383925,-81.739068,30801031501,5,87.377,1350.19,3080103,1499 1422 1481 1429 5093 9999,999999 212312 213115 212319 423930 32739,http://echo.epa.gov/detailed-facility-report?fid=110010432326
FLRNEE880,FL-12-0680,3400083862,AFR,SCWAAPO,State CWA Penalty AO,State,04/26/2012,,1199,SHORELINE PLASTICS LLC,300 ALTON BOX RD W,JACKSONVILLE,FL,32218,DUVAL,4,30.421275,-81.649833,30801031502,4,69.827,1646.75,3080103,3084,326122,http://echo.epa.gov/detailed-facility-report?fid=110042327185
FL0036862,FL-N00000618,2400273188,AFR,STAOCO,State Administrative Order of Consent,State,12/01/2003,,,TOHO CYPRESS WEST WRF,601 S COUNTRY CLUB RD,POINCIANA,FL,34759,OSCEOLA,4,28.14357,-81.45733,30901010803,9,76.768,1385.33,3090101,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110056004675
FL0036862,04-2012-4513,3000034454,AFR,309G2A,CWA 309G2A AO For Class I Penalties,EPA,06/26/2012,7000,,TOHO CYPRESS WEST WRF,601 S COUNTRY CLUB RD,POINCIANA,FL,34759,OSCEOLA,4,28.14357,-81.45733,30901010803,9,76.768,1385.33,3090101,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110056004675
FLR10NV91,04-2016-4507,3600803544,AFR,309G2A,CWA 309G2A AO For Class I Penalties,EPA,09/13/2016,20000,,WATERSIDE - WINTER GARDEN,16851 MARSH RD,WINTER GARDEN,FL,34787,ORANGE,4,28.51722,-81.63309,30801020301,10,42.746,814.06,3080102,,,http://echo.epa.gov/detailed-facility-report?fid=110058926854
FLR10NV91,04-2016-4780,3600795614,AFR,309A,CWA 309A AO For Compliance,EPA,08/22/2016,,,WATERSIDE - WINTER GARDEN,16851 MARSH RD,WINTER GARDEN,FL,34787,ORANGE,4,28.51722,-81.63309,30801020301,10,42.746,814.06,3080102,,,http://echo.epa.gov/detailed-facility-report?fid=110058926854
FLR05F951,FL-14-0710,3600187903,AFR,STAOCO,State Administrative Order of Consent,State,03/13/2015,,518,WILSON AUTO SALES / SALVAGE INC,13920 DR MARTIN LUTHER KING JR BLVD,DOVER,FL,33527,HILLSBOROUGH,4,27.993356,-82.224619,31002050302,15,43.422,774.49,3100205,5015,423140,http://echo.epa.gov/detailed-facility-report?fid=110020175086
FL0122076,FL-21-1081,3603181787,AFR,SCWAAPO,State CWA Penalty AO,State,05/10/2022,,15208,RICE CREEK WWTF,10714 US HWY 301,RIVERVIEW,FL,33578,HILLS,4,27.84603,-82.32667,31002040306,17,39.213,1826.82,3100204,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110010043005
FLR05C065,04-2001-N025,2400279464,AFR,309A,CWA 309A AO For Compliance,EPA,01/09/2001,,,"SCORPION MARINE SALES & SERVICE, INC",960 MULLET RD,CAPE CANAVERAL,FL,32920,BREVARD,4,28.40762,-80.63145,,8,11.378,1541.72,3080202,4493,713930,http://echo.epa.gov/detailed-facility-report?fid=110009075366
FL0038407,FL-12-1155,3000048571,AFR,SCWAAPO,State CWA Penalty AO,State,08/16/2012,,4000,"CALLAHAN, CITY OF - CALLAHAN WWTF",618399 DR MARTIN LUTHER KING JR AVE,CALLAHAN,FL,32011,NASSAU,4,30.5743,-81.827351,30702050102,4,15.585,172.65,3070205,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110010043531
FL0038407,FL-12-1648,3400102783,AFR,STAOCO,State Administrative Order of Consent,State,12/04/2012,,0,"CALLAHAN, CITY OF - CALLAHAN WWTF",618399 DR MARTIN LUTHER KING JR AVE,CALLAHAN,FL,32011,NASSAU,4,30.5743,-81.827351,30702050102,4,15.585,172.65,3070205,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110010043531
FL0038407,FL-N00000300,2400275396,AFR,STAOCO,State Administrative Order of Consent,State,04/14/2006,,,"CALLAHAN, CITY OF - CALLAHAN WWTF",618399 DR MARTIN LUTHER KING JR AVE,CALLAHAN,FL,32011,NASSAU,4,30.5743,-81.827351,30702050102,4,15.585,172.65,3070205,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110010043531
FLG110740,FL-18-0164,3601708827,AFR,SCWAAPO,State CWA Penalty AO,State,12/21/2018,,2000,HARD ROCK MATERIALS - BALDWIN TRADEPLEX,301 HWY,BALDWIN,FL,32234,DUVAL,4,30.314859,-81.96537,30702040501,4,19.984,89.69,3070204,3273,327320,http://echo.epa.gov/detailed-facility-report?fid=110027254334
FL0037958,04-1992-N022,2400276594,AFR,309A,CWA 309A AO For Compliance,EPA,05/27/1992,,,MOSAIC FERTILIZER - SOUTH FORT MEADE MINE,5880 MANLEY RD,FORT MEADE,FL,33841,POLK,4,27.667654,-81.759099,31001010405,17,35.537,4.39,3100101,1475,212392,http://echo.epa.gov/detailed-facility-report?fid=110041971925
FL0037958,FL-N00000199,2400276599,AFR,SCWAAPO,State CWA Penalty AO,State,01/04/1999,,9198,MOSAIC FERTILIZER - SOUTH FORT MEADE MINE,5880 MANLEY RD,FORT MEADE,FL,33841,POLK,4,27.667654,-81.759099,31001010405,17,35.537,4.39,3100101,1475,212392,http://echo.epa.gov/detailed-facility-report?fid=110041971925
FL0037958,04-1993-N035,2400276602,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,,,,MOSAIC FERTILIZER - SOUTH FORT MEADE MINE,5880 MANLEY RD,FORT MEADE,FL,33841,POLK,4,27.667654,-81.759099,31001010405,17,35.537,4.39,3100101,1475,212392,http://echo.epa.gov/detailed-facility-report?fid=110041971925
FLG110166,FL-19-1592,3602396373,AFR,SCWAAPO,State CWA Penalty AO,State,10/10/2019,,2000,PREFERRED MATERIALS INC - VENICE JACKSON ROAD READY MIX,SOUTH JACKSON ROAD,VENICE,FL,34292,SARASOTA,4,27.09346,-82.36015,31001020303,16,4.59,741.77,3100102,3273,327320,http://echo.epa.gov/detailed-facility-report?fid=110009129781
FLG110166,FL-N00000687,2400279435,AFR,SCWAAPO,State CWA Penalty AO,State,,,,PREFERRED MATERIALS INC - VENICE JACKSON ROAD READY MIX,SOUTH JACKSON ROAD,VENICE,FL,34292,SARASOTA,4,27.09346,-82.36015,31001020303,16,4.59,741.77,3100102,3273,327320,http://echo.epa.gov/detailed-facility-report?fid=110009129781
FLG110166,FL-N00000371,2400279437,AFR,SCWAAPO,State CWA Penalty AO,State,10/26/2005,,2000,PREFERRED MATERIALS INC - VENICE JACKSON ROAD READY MIX,SOUTH JACKSON ROAD,VENICE,FL,34292,SARASOTA,4,27.09346,-82.36015,31001020303,16,4.59,741.77,3100102,3273,327320,http://echo.epa.gov/detailed-facility-report?fid=110009129781
FLR05B593,FL-14-0615,3600050863,AFR,STAOCO,State Administrative Order of Consent,State,12/29/2014,,370,LAMB'S YACHT CENTER INC,3376 LAKESHORE BLVD,JACKSONVILLE,FL,32210,DUVAL,4,30.27428,-81.72067,30801031403,4,36.789,3269.46,3080103,3732 4493,336612 441222 81149 713930,http://echo.epa.gov/detailed-facility-report?fid=110002528523
FL0023604,04-1990-N004,2400274626,AFR,309A,CWA 309A AO For Compliance,EPA,12/11/1989,,,MONTEREY WRF,5802 HARRIS AVENUE,JACKSONVILLE,FL,32211,DUVAL,4,30.330601,-81.600882,30801031503,5,51.069,3472.74,3080103,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110000915608
FL0023604,FL-17-1210,3601375898,AFR,SCWAAPO,State CWA Penalty AO,State,02/26/2018,,0,MONTEREY WRF,5802 HARRIS AVENUE,JACKSONVILLE,FL,32211,DUVAL,4,30.330601,-81.600882,30801031503,5,51.069,3472.74,3080103,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110000915608
FL0023604,FL-N00000452,2400274631,AFR,STAOCO,State Administrative Order of Consent,State,12/11/2006,,,MONTEREY WRF,5802 HARRIS AVENUE,JACKSONVILLE,FL,32211,DUVAL,4,30.330601,-81.600882,30801031503,5,51.069,3472.74,3080103,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110000915608
FL0023604,FL-N00000771,2400274629,AFR,SCWAAPO,State CWA Penalty AO,State,,,2000,MONTEREY WRF,5802 HARRIS AVENUE,JACKSONVILLE,FL,32211,DUVAL,4,30.330601,-81.600882,30801031503,5,51.069,3472.74,3080103,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110000915608
FL0023604,FL-N00000635,2400274630,AFR,SCWAAPO,State CWA Penalty AO,State,,,,MONTEREY WRF,5802 HARRIS AVENUE,JACKSONVILLE,FL,32211,DUVAL,4,30.330601,-81.600882,30801031503,5,51.069,3472.74,3080103,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110000915608
FL0023604,FL-N00000886,2400274627,AFR,SCWAAPO,State CWA Penalty AO,State,,,9860,MONTEREY WRF,5802 HARRIS AVENUE,JACKSONVILLE,FL,32211,DUVAL,4,30.330601,-81.600882,30801031503,5,51.069,3472.74,3080103,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110000915608
FL0023604,FL-N00000772,2400274628,AFR,SCWAAPO,State CWA Penalty AO,State,,,2000,MONTEREY WRF,5802 HARRIS AVENUE,JACKSONVILLE,FL,32211,DUVAL,4,30.330601,-81.600882,30801031503,5,51.069,3472.74,3080103,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110000915608
FL0001911,FL-N00000916,2400273341,AFR,SCWAAPO,State CWA Penalty AO,State,04/02/2010,,,SEAGATE TOWERS CONDOMINIUM ASSOCIATION,220 MACFARLANE DRIVE,DELRAY BEACH,FL,33483,PALM BEACH,4,26.457331,-80.063267,30902061300,22,39.599,3617.61,3090202,6513,531110,http://echo.epa.gov/detailed-facility-report?fid=110006778950
FLU909223,04-2000-N051,2400273006,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,12/04/2000,4500,,PINEY Z PLANTATION,UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110011332995
FLU943591,FL-N00000213,2400279031,AFR,STAOCO,State Administrative Order of Consent,State,06/14/1997,,2126,G.C. SERVICE COMPANY BIG BEND,UNKNOWN,UNKNOWN,FL,0,HILLSBOROUGH,4,27.90659,-82.349568,,,,,,1241,,http://echo.epa.gov/detailed-facility-report?fid=110011332600
FLU943591,FL-N00000156,2400279033,AFR,STAOCO,State Administrative Order of Consent,State,12/10/1996,,,G.C. SERVICE COMPANY BIG BEND,UNKNOWN,UNKNOWN,FL,0,HILLSBOROUGH,4,27.90659,-82.349568,,,,,,1241,,http://echo.epa.gov/detailed-facility-report?fid=110011332600
FLU943591,FL-N00000163,2400279032,AFR,STAOCO,State Administrative Order of Consent,State,07/14/1997,,,G.C. SERVICE COMPANY BIG BEND,UNKNOWN,UNKNOWN,FL,0,HILLSBOROUGH,4,27.90659,-82.349568,,,,,,1241,,http://echo.epa.gov/detailed-facility-report?fid=110011332600
FLU980166,04-1998-N038,2400278951,AFR,309A,CWA 309A AO For Compliance,EPA,07/17/1998,,,DIAMONDBACK AIRBOATS,UNKNOWN,UNKNOWN,FL,0,,4,28.45743,-82.409148,,,,,,3732,,http://echo.epa.gov/detailed-facility-report?fid=110009137763
FLR05F360,FL-12-1079,3400083700,AFR,SCWAAPO,State CWA Penalty AO,State,06/11/2012,,750,MAGNUM,6007 NORTH 54TH ST,TAMPA,FL,33610,HILLS,4,28.0031,-82.3957,31002050503,14,74.278,2978.01,3100205,2891,325520 327420,http://echo.epa.gov/detailed-facility-report?fid=110010116169
FLR05B759,04-2001-N014,2400279050,AFR,309A,CWA 309A AO For Compliance,EPA,12/07/2000,,,QUIKRETE-JACKSONVILLE,11640 CAMDEN RD,JACKSONVILLE,FL,32218,DUVAL,4,30.44626,-81.62019,30801031601,4,46.431,1004.14,3080103,3272 3273,327320 327390,http://echo.epa.gov/detailed-facility-report?fid=110009074483
FLS711462,FL-10-1780,2600086965,AFR,STAOCO,State Administrative Order of Consent,State,10/28/2010,,,"KOPPERS INDUSTRIES, INC.",200 NORTHWEST 23RD BOULEVARD,GAINESVILLE,FL,32609,ALACHUA,4,29.675721,-82.325809,30801021103,5,44.267,2331.36,3080102,2491,321114,http://echo.epa.gov/detailed-facility-report?fid=110000362553
FLR10W941,FL-12-0682,3400083857,AFR,SCWAAPO,State CWA Penalty AO,State,05/13/2012,,1000,THE ENCLAVE AT ST LUCIE WEST,SW CASHMERE BLVD,PORT ST LUCIE,FL,34952,ST. LUCIE,4,27.29103,-80.3831,30902060200,18,38.841,2449.81,3090202,,,http://echo.epa.gov/detailed-facility-report?fid=110020165248
FLR05C066,FL-21-1006,3603001405,AFR,SCWAAPO,State CWA Penalty AO,State,02/22/2022,,1480,JACKSONVILLE PORT AUTHORITY  BLOUNT ISLAND MARINE,9620 DAVE RAWLS BOULEVARD,JACKSONVILLE,FL,32226,DUVAL,4,30.402923,-81.537796,30801031603,4,20.052,466.73,3080103,4491,488320 4883,http://echo.epa.gov/detailed-facility-report?fid=110009075847
FL0020125,04-1991-N008,2400273557,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,04/15/1992,35364,,"WEWAHITCHKA, CITY OF - WEWAHITCHKA WWTP",804 E SYCAMORE ST,WEWAHITCHKA,FL,32465,GULF,4,30.105761,-85.186022,31300120606,2,15.038,108.71,3130012,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110006659044
FL0020125,FL-21-1129,3602918602,AFR,SCWAAPO,State CWA Penalty AO,State,12/06/2021,,12500,"WEWAHITCHKA, CITY OF - WEWAHITCHKA WWTP",804 E SYCAMORE ST,WEWAHITCHKA,FL,32465,GULF,4,30.105761,-85.186022,31300120606,2,15.038,108.71,3130012,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110006659044
FL0020125,04-1993-N051,2400273562,AFR,309A,CWA 309A AO For Compliance,EPA,02/04/1993,,,"WEWAHITCHKA, CITY OF - WEWAHITCHKA WWTP",804 E SYCAMORE ST,WEWAHITCHKA,FL,32465,GULF,4,30.105761,-85.186022,31300120606,2,15.038,108.71,3130012,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110006659044
FL0020125,FL-N00000246,2400273559,AFR,STAOCO,State Administrative Order of Consent,State,07/31/2009,,22991,"WEWAHITCHKA, CITY OF - WEWAHITCHKA WWTP",804 E SYCAMORE ST,WEWAHITCHKA,FL,32465,GULF,4,30.105761,-85.186022,31300120606,2,15.038,108.71,3130012,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110006659044
FL0020125,FL-19-1854,3602095425,AFR,SCWAAPO,State CWA Penalty AO,State,01/27/2020,,6414.42,"WEWAHITCHKA, CITY OF - WEWAHITCHKA WWTP",804 E SYCAMORE ST,WEWAHITCHKA,FL,32465,GULF,4,30.105761,-85.186022,31300120606,2,15.038,108.71,3130012,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110006659044
FL0020125,FL-N00000245,2400273560,AFR,STAOCO,State Administrative Order of Consent,State,04/09/2008,,,"WEWAHITCHKA, CITY OF - WEWAHITCHKA WWTP",804 E SYCAMORE ST,WEWAHITCHKA,FL,32465,GULF,4,30.105761,-85.186022,31300120606,2,15.038,108.71,3130012,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110006659044
FL0020125,FL-N00000945,2400273558,AFR,STAOCO,State Administrative Order of Consent,State,08/10/2010,,,"WEWAHITCHKA, CITY OF - WEWAHITCHKA WWTP",804 E SYCAMORE ST,WEWAHITCHKA,FL,32465,GULF,4,30.105761,-85.186022,31300120606,2,15.038,108.71,3130012,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110006659044
FL0041556,04-1993-N060,2400276319,AFR,309A,CWA 309A AO For Compliance,EPA,11/17/1992,,,ANHEUSER-BUSCH NUTRI-TURF SOD FARM,16163 LEM TURNER,JACKSONVILLE,FL,32218,DUVAL,4,30.511856,-81.757111,30702050202,4,18.896,212.27,3070205,2082 4953,311942 562212 111998,http://echo.epa.gov/detailed-facility-report?fid=110014394280
FL0041556,FL-N00000100,2400276318,AFR,STAOCO,State Administrative Order of Consent,State,11/08/1999,,4600,ANHEUSER-BUSCH NUTRI-TURF SOD FARM,16163 LEM TURNER,JACKSONVILLE,FL,32218,DUVAL,4,30.511856,-81.757111,30702050202,4,18.896,212.27,3070205,2082 4953,311942 562212 111998,http://echo.epa.gov/detailed-facility-report?fid=110014394280
FL0041556,04-1995-N020,2400276323,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,06/15/1995,25000,,ANHEUSER-BUSCH NUTRI-TURF SOD FARM,16163 LEM TURNER,JACKSONVILLE,FL,32218,DUVAL,4,30.511856,-81.757111,30702050202,4,18.896,212.27,3070205,2082 4953,311942 562212 111998,http://echo.epa.gov/detailed-facility-report?fid=110014394280
FL0041556,04-1992-N003,2400276314,AFR,309A,CWA 309A AO For Compliance,EPA,01/09/1992,,,ANHEUSER-BUSCH NUTRI-TURF SOD FARM,16163 LEM TURNER,JACKSONVILLE,FL,32218,DUVAL,4,30.511856,-81.757111,30702050202,4,18.896,212.27,3070205,2082 4953,311942 562212 111998,http://echo.epa.gov/detailed-facility-report?fid=110014394280
FL0041556,04-1989-N038,2400276311,AFR,309A,CWA 309A AO For Compliance,EPA,07/14/1989,,,ANHEUSER-BUSCH NUTRI-TURF SOD FARM,16163 LEM TURNER,JACKSONVILLE,FL,32218,DUVAL,4,30.511856,-81.757111,30702050202,4,18.896,212.27,3070205,2082 4953,311942 562212 111998,http://echo.epa.gov/detailed-facility-report?fid=110014394280
FL0041556,04-1993-N056,2400276321,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,03/02/1994,3000,,ANHEUSER-BUSCH NUTRI-TURF SOD FARM,16163 LEM TURNER,JACKSONVILLE,FL,32218,DUVAL,4,30.511856,-81.757111,30702050202,4,18.896,212.27,3070205,2082 4953,311942 562212 111998,http://echo.epa.gov/detailed-facility-report?fid=110014394280
FL0041556,04-1992-N001,2400276315,AFR,309A,CWA 309A AO For Compliance,EPA,04/13/1992,,,ANHEUSER-BUSCH NUTRI-TURF SOD FARM,16163 LEM TURNER,JACKSONVILLE,FL,32218,DUVAL,4,30.511856,-81.757111,30702050202,4,18.896,212.27,3070205,2082 4953,311942 562212 111998,http://echo.epa.gov/detailed-facility-report?fid=110014394280
FL0043842,FL-12-0771,3000021340,AFR,STAOCO,State Administrative Order of Consent,State,03/20/2012,,2300,CYPRESS LANDING WWTF,116 CYPRESS LANDING,JACKSONVILLE,FL,32259,DUVAL,4,30.11587,-81.64174,30801031303,6,11.782,1792.2,3080103,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110010133587
FLR10MP45,04-2016-4780,3600795614,AFR,309A,CWA 309A AO For Compliance,EPA,08/22/2016,,,MILL CREEK AT COOPER CITY,UNKNOWN,COOPER CITY,FL,33328,BROWARD,4,26.06,-80.290347,30902061204,23,38.717,2829.35,3090202,,,http://echo.epa.gov/detailed-facility-report?fid=110055242063
FL0023663,FL-11-0727,2600084646,AFR,STAOCO,State Administrative Order of Consent,State,08/15/2011,,16000,SOUTHERN UTILITIES SAN JOSE SEWAGE TREATMENT PLANT,7128 BALBOA ROAD,JACKSONVILLE,FL,32217,DUVAL,4,30.246842,-81.622474,30801031404,4,34.692,2570.44,3080103,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110002043066
FL0023663,FL-N00000611,2400274641,AFR,SCWAAPO,State CWA Penalty AO,State,,,,SOUTHERN UTILITIES SAN JOSE SEWAGE TREATMENT PLANT,7128 BALBOA ROAD,JACKSONVILLE,FL,32217,DUVAL,4,30.246842,-81.622474,30801031404,4,34.692,2570.44,3080103,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110002043066
FL0023663,04-1993-N019,2400274640,AFR,309A,CWA 309A AO For Compliance,EPA,12/01/1992,,,SOUTHERN UTILITIES SAN JOSE SEWAGE TREATMENT PLANT,7128 BALBOA ROAD,JACKSONVILLE,FL,32217,DUVAL,4,30.246842,-81.622474,30801031404,4,34.692,2570.44,3080103,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110002043066
FL0032590,FL-N00000181,2400274463,AFR,STAOCO,State Administrative Order of Consent,State,07/09/1998,,150555,"MOSAIC FERTILIZER, LLC - HOPEWELL MINE",6811 STATE ROAD 39 S,PLANT CITY,FL,33567,HILLSBOROUGH,4,27.91615,-82.13592,31002040301,15,34.775,198.99,3100204,1475,,http://echo.epa.gov/detailed-facility-report?fid=110064598252
FLG914911,FL-21-1099,3602910088,AFR,SCWAAPO,State CWA Penalty AO,State,11/08/2021,,3000,T AND T SHELL,6001 PALMER BLVD,SARASOTA,FL,34232,SARASOTA,4,27.32635,-82.44942,31002010203,16,14.021,1895.64,3100201,5541,447110,http://echo.epa.gov/detailed-facility-report?fid=110032616578
FLR10NN87,04-2016-4780,3600795614,AFR,309A,CWA 309A AO For Compliance,EPA,08/22/2016,,,WINDSOR AT MEADOW POINT,2115 GWYNHURST BLVD,WESLEY CHAPEL,FL,33543,PASCO,4,28.187,-82.2869,31002050304,12,40.206,793.7,3100205,,,http://echo.epa.gov/detailed-facility-report?fid=110057199936
FLU963161,FL-N00000083,2400279026,AFR,STAOCO,State Administrative Order of Consent,State,06/11/1997,,29000,TWEEN WATERS INN WWTP,SANIBEL - CAPTIVA ROAD,CAPTIVA,FL,33924,LEE,4,26.508839,-82.189958,31001030300,19,15.524,334.97,3100103,4952,,http://echo.epa.gov/detailed-facility-report?fid=110027948595
FLR10QK12,FL-19-1864,3602210424,AFR,SCWAAPO,State CWA Penalty AO,State,01/23/2020,,16545.78,CRYSTAL LAKE MOBILEHOME PARK PHASE 4,UNKNOWN,ZEPHYRHILLS,FL,33541,PASCO COUNTY,4,28.228342,-82.245141,31002050204,12,16.912,785.31,3100205,,,http://echo.epa.gov/detailed-facility-report?fid=110069996653
FLU962164,FL-N00000204,2400279040,AFR,STAOCO,State Administrative Order of Consent,State,03/21/1997,,1500,U.S. POSTAL SERVICE - NE DIST.,JACKSONVILLE CENTER,JACKSONVILLE,FL,32203,DUVAL,4,30.29326,-81.60452,30801031503,4,41.497,2850.99,3080103,4311,,http://echo.epa.gov/detailed-facility-report?fid=110009137807
FLU990524,04-1999-N034,2400279661,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,,,,J B AIRBOATS,4105 PINE TREE PL,COCOA,FL,32926,BREVARD,4,28.37525,-80.78824,30801010706,8,37.8,951.74,3080101,,336612,http://echo.epa.gov/detailed-facility-report?fid=110011331950
FLU990524,04-1998-N021,2400279662,AFR,309A,CWA 309A AO For Compliance,EPA,04/29/1998,,,J B AIRBOATS,4105 PINE TREE PL,COCOA,FL,32926,BREVARD,4,28.37525,-80.78824,30801010706,8,37.8,951.74,3080101,,336612,http://echo.epa.gov/detailed-facility-report?fid=110011331950
FLR10KH57,04-2016-4780,3600795614,AFR,309A,CWA 309A AO For Compliance,EPA,08/22/2016,,,WATERSIDE POINTE PHASE 2A & 2B,UNKNOWN,GROVELAND,FL,34736,LAKE,4,28.5594,-81.8002,30801020104,10,35.252,961.92,3080102,,,http://echo.epa.gov/detailed-facility-report?fid=110043746097
FL0117951,FL-N00000540,2400278623,AFR,SCWAAPO,State CWA Penalty AO,State,,,,PONTE VEDRA WWTF,200 STATE ROAD A1A,PONTE VEDRA BEACH,FL,32082,ST. JOHNS,4,30.239834,-81.389347,30802010602,6,9.182,1799.36,3080201,4952,221320,http://echo.epa.gov/detailed-facility-report?fid=110027962854
