CaseNumber,CaseName,CaseCategoryDesc,CaseStatusDesc,PrimaryLaw,PrimarySection,DateFiled,SettlementDate,FedPenalty,SEPCost,TotalCompActionAmt,SettlementCnt
FL-N00000251,"PORT ST JOE,CITY OF (Permit FL0020206) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,05/02/2008,05/02/2008,0,0,0,1
FL-N00000252,DELAND/WILEY M NASH WRF (DW) (Permit FL0020303) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,11/27/2007,,0,0,0,1
FL-N00000256,ST. ANDREWS WWTF (Permit FL0020451) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,08/29/2007,,0,0,0,1
FL-N00000257,550 N. ORCHARD ST. (Permit FL0020532) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,11/13/2008,11/13/2008,0,0,0,1
FL-N00000261,HARE LUMBER & READY MIX INC (Permit FLG110039) Cwa Penalty Ao,Administrative - Formal,Final Order Issued,CWA,CWA,05/02/2006,05/02/2006,0,0,0,1
FL-N00000262,U.S. AGRI-CHEMICALS CORPORATIO (Permit FL0001902) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,10/03/2006,10/03/2006,0,0,0,1
FL-N00000263,GRU STP #1 & #2 (MAIN ST.) (Permit FL0027251) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,11/18/2005,11/18/2005,0,0,0,1
FL-N00000264,"SARASOTA, CITY OF - R/O PLANT (Permit FL0043621) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,12/18/2008,12/18/2008,0,0,0,1
FL-N00000265,G.R.U. STP #5-KANAPAHA DIW (Permit FL0112895) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,11/18/2005,11/18/2005,0,0,0,1
FL-N00000266,EARTH TECH INC. CBP (Permit FLG110774) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,12/15/2008,,0,0,0,1
FL-N00000268,CITY OF HOLLYWOOD (Permit FL0026255) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,05/08/2008,,0,0,0,1
FL-N00000273,550 N. ORCHARD ST. (Permit FL0020532) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,05/12/2009,05/12/2009,0,0,0,1
FL-N00000274,550 N. ORCHARD ST. (Permit FL0020532) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,08/19/2009,08/19/2009,0,0,0,1
FL-N00000278,CITY OF ST. AUGUSTINE (Permit FL0021938) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,04/03/2009,,0,0,0,1
FL-N00000279,CAMP BLANDING WWTP (Permit FL0022853) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,08/01/2008,08/01/2008,0,0,0,1
FL-N00000280,ORANGE PARK WWTP (Permit FL0023922) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,03/27/2007,03/27/2007,0,0,0,1
FL-N00000282,DAYTONA BEACH/BETHUNE POINT (D (Permit FL0025984) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,07/10/2008,07/10/2008,0,0,0,1
FL-N00000283,DAYTONA BEACH/BETHUNE POINT (D (Permit FL0025984) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,07/08/2009,02/24/2012,0,0,0,2
FL-N00000284,BUCKMAN STREET WWTF (Permit FL0026000) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,03/04/2009,03/04/2009,0,0,0,1
FL-N00000285,LAKELAND MCINTOSH PLANT (Permit FL0026301) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,03/12/2009,,0,0,0,1
FL-N00000287,CITY HALL (Permit FL0026344) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,05/21/2007,,0,0,0,1
FL-N00000288,SOUTHWEST DISTRICT WWTF (Permit FL0026468) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,06/25/2009,06/25/2009,0,0,0,1
FL-N00000289,PLANT CITY WATER RECLAMATION F (Permit FL0026557) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,05/02/2008,05/02/2008,0,0,0,1
FL-N00000290,"BLOUNTSTOWN, CITY OF (STP) (Permit FL0026867) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,02/21/2008,02/21/2008,0,0,0,1
FL-N00000291,"FERNANDINA BEACH, CITY OF (Permit FL0027260) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,08/29/2008,08/29/2008,0,0,0,1
FL-N00000294,"ILUKA RESOURCES, INC. (FKA RGC (Permit FL0002119) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,07/12/2005,07/12/2005,0,0,0,1
FL-N00000295,HOWARD F. CURREN AWTP (Permit FL0020940) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,08/09/2005,08/09/2005,0,0,0,1
FL-N00000296,U.S. AGRI-CHEMICALS CORPORATIO (Permit FL0001961) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,10/03/2006,10/03/2006,0,0,0,1
FL-N00000297,U.S. AGRI-CHEMICALS CORPORATIO (Permit FL0174106) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,10/03/2006,10/03/2006,0,0,0,1
FL-N00000298,AMERICAN CONCRETE PRODUCTS - O (Permit FLG110288) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,02/19/2007,02/21/2007,0,0,0,1
FL-N00000300,"CALLAHAN, TOWN OF (Permit FL0038407) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,04/14/2006,04/14/2006,0,0,0,1
FL-N00000302,"QUINCY, CITY OF (STP) (Permit FL0029033) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,08/14/2008,08/14/2008,0,0,0,1
FL-N00000303,CSX TRANSPORTATION - WINSTON Y (Permit FL0032581) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,03/17/2009,03/17/2009,0,0,0,1
FL-N00000305,HOWARD F. CURREN AWTP (Permit FL0020940) Stipulated Penalty/Penalty Notice,Judicial,Closed,CWA,CWA,12/30/2008,,0,0,0,1
FL-N00000306,LAKE TIPPECANOE RO WTP (Permit FL0188981) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,01/09/2009,,0,0,0,1
FL-N00000307,WILLIAM TYSON (Permit FL0027511) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,02/27/2008,02/27/2008,0,0,0,1
FL-N00000309,TOWN OF BALDWIN (Permit FL0027812) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,04/29/2009,04/29/2009,0,0,0,1
FL-N00000310,"MONTICELLO, CITY OF STP (Permit FL0027839) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,04/11/2007,04/11/2007,0,0,0,1
FL-N00000311,FLORIDA STATE HOSPITAL (Permit FL0031402) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,01/26/2007,01/26/2007,0,0,0,1
FL-N00000312,BAYOU MARCUS WTR RECLAM FACIL (Permit FL0031801) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,02/23/2009,02/23/2009,0,0,0,1
FL-N00000315,BAYOU MARCUS WTR RECLAM FACIL (Permit FL0031801) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,06/26/2009,06/26/2009,0,0,0,1
FL-N00000317,"NU-GULF INDUSTRIES, INC. - WIN (Permit FL0032522) Cwa Penalty Ao",Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/02/2008,,0,0,0,1
FL-N00000323,AMERADA HESS CORPORATION (Permit FL0034622) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,05/21/2008,,0,0,0,1
FL-N00000325,"VERO BEACH, CITY OF (DW) (Permit FL0021661) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,09/23/2005,09/23/2005,0,0,0,1
FL-N00000327,CITY OF SANFORD (Permit FL0020141) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,01/18/2006,01/18/2006,0,0,0,1
FL-N00000333,AUBURNDALE ALLRED WWTP (Permit FL0021466) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,03/21/2007,03/21/2007,0,0,0,1
FL-N00000334,"WINTER GARDEN, CITY OF (DW) (Permit FL0020109) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,05/10/2006,05/10/2006,0,0,0,1
FL-N00000335,OCPUD/EASTERLY SUBREGIONAL STP (Permit FL0038849) Stipulated Penalty/Penalty Notice,Judicial,Complaint Filed,CWA,CWA,04/19/2006,,0,0,0,1
FL-N00000337,"SARASOTA, CITY OF, WWTP (Permit FL0040771) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,06/22/2006,08/02/2011,0,0,0,3
FL-N00000339,CITY OF CROSS CITY #1 (Permit FL0027791) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,02/03/2006,02/03/2006,0,0,0,1
FL-N00000340,PANAMA CITY BEACH (Permit FL0021512) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,07/30/2008,07/30/2008,0,0,0,1
FL-N00000341,NAVARRE BEACH STP (Permit FL0023981) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,09/12/2008,09/12/2008,0,0,0,1
FL-N00000342,"FLAGLER BEACH, CITY OF (Permit FL0026611) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,08/25/2008,08/25/2008,0,0,0,1
FL-N00000343,MID-COUNTY SERVICES INC. (Permit FL0034789) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,07/22/2008,,0,0,0,1
FL-N00000344,"PACE WATER SYSTEM, INC. WWTP # (Permit FL0102202) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,09/04/2008,01/05/2009,0,0,0,2
FL-N00000345,EAST CENTRAL REGIONAL WWTP (Permit FL0041360) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,07/17/2009,07/17/2009,0,0,0,1
FL-N00000346,ST. ANDREWS WWTF (Permit FL0020451) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,07/24/2009,07/24/2009,0,0,0,1
FL-N00000347,"CORONET INDUSTRIES, INC. (Permit FL0034657) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,08/12/2008,08/12/2008,0,0,0,1
FL-N00000350,CENTRAL FL PIPELINE-HYDROSTATI (Permit FL0037711) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,02/20/2007,,0,0,0,1
FL-N00000351,IRC SOUTH CNTY REVERSE/OS WTP (Permit FL0037940) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,09/19/2008,09/19/2008,0,0,0,1
FL-N00000355,CITY OF CLEWISTON WWTP (Permit FL0040665) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,08/06/2009,08/06/2009,0,0,0,1
FL-N00000357,PRICE BROTHERS CO. (Permit FL0041319) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,11/20/2008,11/20/2008,0,0,0,1
FL-N00000358,EAST CENTRAL REGIONAL WWTP (Permit FL0041360) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,12/21/2007,,0,0,0,1
FL-N00000359,EAST CENTRAL REGIONAL WWTP (Permit FL0041360) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,03/03/2009,,0,0,0,1
FL-N00000364,HAGAN RANCH ROAD (Permit FL0041424) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,03/12/2007,03/12/2007,0,0,0,1
FL-N00000365,HAGAN RANCH ROAD (Permit FL0041424) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,09/19/2008,09/19/2008,0,0,0,1
FL-N00000368,1555 MILLCOE RD. (Permit FL0026441) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,02/03/2006,02/03/2006,0,0,0,1
FL-N00000370,"COCOA BEACH, WRF (Permit FL0021105) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,04/13/2006,04/13/2006,0,0,0,1
FL-N00000371,SCHWAB READY-MIX VENICE BATCH (Permit FLG110166) Cwa Penalty Ao,Administrative - Formal,Final Order Issued,CWA,CWA,10/26/2005,10/26/2005,0,0,0,1
FL-N00000372,IRCUD/WEST REGIONAL WWTP (Permit FL0041637) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,02/11/2005,02/11/2005,0,0,0,1
FL-N00000373,FT MYERS CENTRAL AWTP (Permit FL0021261) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,06/08/2007,06/08/2007,0,0,0,1
FL-N00000374,FT MYERS CENTRAL AWTP (Permit FL0021261) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,07/16/2009,07/16/2009,0,0,0,1
FL-N00000375,P.O. DRAWER 2217 (Permit FL0021270) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,06/08/2007,06/08/2007,0,0,0,1
FL-N00000376,P.O. DRAWER 2217 (Permit FL0021270) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,07/16/2009,07/16/2009,0,0,0,1
FL-N00000378,"ANHEUSER BUSCH-MAIN ST,OLD SOD (Permit FL0041530) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,02/26/2007,02/26/2007,0,0,0,1
FL-N00000380,VERO BEACH DEMINERALIZATION CO (Permit FL0042544) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,08/19/2009,08/19/2009,0,0,0,1
FL-N00000381,STATE ROAD 16 WWTP (Permit FL0043109) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,02/05/2009,02/05/2009,0,0,0,1
FL-N00000382,PARADISE POINT STP (Permit FL0043176) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,03/12/2009,01/06/2012,0,0,0,3
FL-N00000383,JULINGTON CREEK WWTP (Permit FL0043591) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,08/16/2007,08/16/2007,0,0,0,1
FL-N00000384,TAMPA ELECTRIC POLK POWER STAT (Permit FL0043869) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,04/17/2007,04/17/2007,0,0,0,1
FL-N00000385,TAMPA ELECTRIC POLK POWER STAT (Permit FL0043869) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,04/01/2009,04/01/2009,0,0,0,1
FL-N00000386,"PACE WATER SYSTEM, INC. WWTP # (Permit FL0102202) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,01/05/2009,01/05/2009,0,0,0,1
FL-N00000387,PONTE VEDRA WWTP (Permit FL0117951) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,05/16/2008,05/16/2008,0,0,0,1
FL-N00000390,CYTEC INDU.INC.-BREWSTER PLANT (Permit FL0132381) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,04/04/2008,,0,0,0,1
FL-N00000391,UNIVERSAL FOREST PRODUCTS EAST (Permit FL0133132) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,06/19/2009,06/19/2009,0,0,0,1
FL-N00000392,"CSX TRANSPORTATION, INC/ROCKPO (Permit FL0166154) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,04/07/2009,04/07/2009,0,0,0,1
FL-N00000394,NEW SMYRNA BEACH (DW) (Permit FL0172090) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/29/2007,,0,0,0,1
FL-N00000395,NEW SMYRNA BEACH (DW) (Permit FL0172090) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,01/03/2008,,0,0,0,1
FL-N00000396,WILLIAM TYSON (Permit FL0027511) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,04/14/2006,04/14/2006,0,0,0,1
FL-N00000398,TOWN OF HILLIARD (Permit FL0043079) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,04/18/2006,04/08/2010,0,0,0,3
FL-N00000400,"AMERICAN REDI-MIX, INC (Permit FLG110336) Cwa Penalty Ao",Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/21/2006,,0,0,0,1
FL-N00000402,PORT ORANGE (DW) (Permit FL0020559) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,06/15/2006,06/15/2006,0,0,0,1
FL-N00000403,WEKIVA HUNT CLUB WWTP (Permit FL0036251) Cwa Penalty Ao,Administrative - Formal,Final Order Issued,CWA,CWA,06/21/2006,06/21/2006,0,0,0,1
FL-N00000404,COCA COLA FOODS- MINUTE MAID F (Permit FL0000477) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/06/2007,,0,0,0,1
FL-N00000408,C/O FL CITIES FIESTA LAB (Permit FL0030325) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,04/27/2007,04/27/2007,0,0,0,1
FL-N00000409,PANAMA CITY BEACH (Permit FL0021512) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,07/27/2007,07/27/2007,0,0,0,1
FL-N00000410,"MONTICELLO, CITY OF STP (Permit FL0027839) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,06/20/2007,06/20/2007,0,0,0,1
FL-N00000411,BEVERLY BEACH - OCEAN CITY UTI (Permit FL0039756) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,07/15/2009,07/15/2009,0,0,0,1
FL-N00000412,TELOGIA POWER LLC (Permit FL0039951) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,09/01/2009,09/01/2009,0,0,0,1
FL-N00000413,NEW SMYRNA BEACH (DW) (Permit FL0172090) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,03/17/2008,,0,0,0,1
FL-N00000414,NEW SMYRNA BEACH (DW) (Permit FL0172090) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,08/05/2008,,0,0,0,1
FL-N00000417,NEW SMYRNA BEACH (DW) (Permit FL0172090) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,10/26/2009,10/26/2009,0,0,0,1
FL-N00000418,IMC PHOSPHATES CO. - NEW WALES (Permit FL0178527) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/02/2008,,0,0,0,1
FL-N00000422,LOWRY PARK ZOOLOGICAL GARDENS (Permit FL0186651) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,10/23/2009,11/05/2010,0,0,0,2
FL-N00000424,CAMELOT LAKES (ELL CAP 66) (Permit FL0188999) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,06/01/2007,06/01/2007,0,0,0,1
FL-N00000425,"CARGILL FERTILIZER, INC. - BAR (Permit FL0267911) Cwa Penalty Ao",Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/02/2008,,0,0,0,1
FL-N00000428,550 N. ORCHARD ST. (Permit FL0020532) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,11/16/2006,11/16/2006,0,0,0,1
FL-N00000429,MAIN STREET A.W.W.T. STP (Permit FL0021440) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,11/03/2006,11/03/2006,0,0,0,1
FL-N00000430,JASPER WWTP (Permit FL0027880) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,11/16/2006,11/16/2006,0,0,0,1
FL-N00000432,"PALATKA, CITY OF (Permit FL0040061) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,11/16/2006,11/16/2006,0,0,0,1
FL-N00000433,CITY OF APALACHICOLA (Permit FL0038857) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,07/06/2007,07/06/2007,0,0,0,1
FL-N00000434,"SARASOTA, CITY OF, WWTP (Permit FL0040771) Stipulated Penalty/Penalty Notice",Judicial,Complaint Filed,CWA,CWA,08/13/2007,,0,0,0,1
FL-N00000435,CITY OF LYNN HAVEN (Permit FL0169978) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,06/20/2007,06/20/2007,0,0,0,1
FL-N00000436,VALRICO AWTP (Permit FL0040983) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,06/06/2007,06/06/2007,0,0,0,1
FL-N00000437,1000 MILLER STREET (Permit FL0025151) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,07/23/2007,,0,0,0,1
FL-N00000438,DAVIE CONCRETE CORPORATION (Permit FLG110348) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/06/2006,12/06/2006,0,0,0,1
FL-N00000442,IFAS-DAIRY RESEARCH UNIT (Permit FLA011323) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,01/05/2007,01/05/2007,0,0,0,1
FL-N00000445,SHENANDOAH DAIRY (Permit FLA362778) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,09/05/2008,09/05/2008,0,0,0,1
FL-N00000450,DUNES COMMUNITY DVLPMNT DIST - (Permit FL0355259) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,09/21/2009,09/21/2009,0,0,0,1
FL-N00000451,CLAY COUNTY UTILITY AUTHORITY (Permit FL0629006) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,09/05/2008,09/05/2008,0,0,0,1
FL-N00000452,MONTEREY WWTF (Permit FL0023604) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/11/2006,12/11/2006,0,0,0,1
FL-N00000453,BUCKMAN STREET WWTF (Permit FL0026000) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/11/2006,12/11/2006,0,0,0,1
FL-N00000454,1555 MILLCOE RD. (Permit FL0026441) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/11/2006,12/11/2006,0,0,0,1
FL-N00000455,SOUTHWEST DISTRICT WWTF (Permit FL0026468) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/11/2006,03/26/2010,0,0,0,2
FL-N00000456,RMC EWELL 56TH STREET PLANT (Permit FLG110495) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,12/11/2006,12/11/2006,0,0,0,1
FL-N00000457,WILLIAMS READY MIX LLC (Permit FLG110749) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,12/07/2006,,0,0,0,1
FL-N00000459,PORT ORANGE (DW) (Permit FL0020559) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,09/28/2007,09/28/2007,0,0,0,1
FL-N00000460,GEORGIA PACIFIC CORP. - PALATK (Permit FL0002763) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/07/2016,,0,0,0,1
FL-N00000461,GREEN COVE SPRINGS SOUTH WWTP (Permit FL0030210) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/07/2006,,0,0,0,1
FL-N00000468,FLORIDA ROCK INDUSTRIES INC (P (Permit FLG110027) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,07/02/2009,07/02/2009,0,0,0,1
FL-N00000469,EWELL/WINTER GARDEN (Permit FLG110077) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,07/01/2008,,0,0,0,1
FL-N00000472,COUCH READY MIX - POINT WASHIN (Permit FLG110091) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,04/16/2009,,0,0,0,1
FL-N00000474,RINKER MATERIALS CORPORATION (Permit FLG110098) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,02/20/2009,,0,0,0,1
FL-N00000476,EWELL INDUSTRIES - CABOOSE RD. (Permit FLG110205) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,08/27/2009,,0,0,0,1
FL-N00000478,"FLORIDA ROCK INDUSTRIES, INC. (Permit FLG110229) Cwa Penalty Ao",Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,02/01/2007,,0,0,0,1
FL-N00000479,"KEYS CONCRETE INDUSTRIES, INC. (Permit FLG110253) Cwa Penalty Ao",Administrative - Formal,Closed,CWA,CWA,02/10/2009,,0,0,0,1
FL-N00000480,"FLORIDA ROCK INDUSTRIES, INC. (Permit FLG110303) Cwa Penalty Ao",Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,04/14/2009,,0,0,0,1
FL-N00000482,"SOUTHDOWN, INC. - WATERS PLANT (Permit FLG110315) Cwa Penalty Ao",Administrative - Formal,Closed,CWA,CWA,10/31/2008,,0,0,0,1
FL-N00000484,FLORIDA ROCK IND - HAVANA (Permit FLG110318) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,05/22/2007,,0,0,0,1
FL-N00000485,FINA #7077 (Permit FLG912314) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,12/19/2006,,0,0,0,1
FL-N00000486,CITY OF WALDO (Permit FL0042242) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,12/11/2006,10/11/2011,0,0,0,4
FL-N00000487,CITY OF PERRY (Permit FL0026387) Cwa Penalty Ao,Administrative - Formal,Final Order Issued,CWA,CWA,07/10/2006,07/10/2006,0,0,0,1
FL-N00000488,LARGO CITY OF (Permit FL0026603) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,04/10/2006,09/03/2020,0,0,0,2
FL-N00000489,"REED MINERALS DIVISION, HARSCO (Permit FL0038636) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,12/06/2006,12/06/2006,0,0,0,1
FL-N00000490,SPENCER WWTP (Permit FL0173371) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,11/28/2006,11/28/2006,0,0,0,1
FL-N00000491,FT MYERS CENTRAL AWTP (Permit FL0021261) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,01/22/2007,01/22/2007,0,0,0,1
FL-N00000492,P.O. DRAWER 2217 (Permit FL0021270) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,01/22/2007,01/22/2007,0,0,0,1
FL-N00000494,"PUMP CRETE, INC. (Permit FLG110003) Cwa Penalty Ao",Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,12/28/2007,,0,0,0,1
FL-N00000495,TAMPA ELECTRIC CO. BIG BEN POW (Permit FL0000817) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,10/19/2007,,0,0,0,1
FL-N00000496,PENSACOLA BEACH WWTP (Permit FL0024007) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,09/20/2007,09/20/2007,0,0,0,1
FL-N00000497,GRACEVILLE CITY OF WWTP (Permit FL0038555) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,09/28/2007,07/31/2009,0,0,0,2
FL-N00000499,MID STATE CONCRETE (Permit FLG110397) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,10/25/2007,,0,0,0,1
FL-N00000501,RMC EWELL  @ LARGO (Permit FLG110497) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,09/05/2008,,0,0,0,1
FL-N00000503,JAHNA PROPERTY PRESTIGE AB REA (Permit FLG110588) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/15/2007,,0,0,0,1
